リスト 明るい 色 ヒストグラム 使っ 描画 する	plt.hist(xdata, color='bright')
データ 列 曜日 数	ds.dt.dayofweek
リスト データ 列 散布 図 プロット し 丸 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='o', c=rgb)
文字 列 左側 タブ 除去 する	s.lstrip('\t')
グラフ 中 縦 軸 ラベル 指定 する	plt.ylabel(untitled)
折れ線 グラフ 線 幅 変更 する	plt.plot(xdata, ydata, linewidth=n)
データ フレーム リスト 列 最大 値 補う	df[aList].fillna(df[aList].max())
ライム 色 ヒストグラム 描画 する	plt.hist(データ列, color='lime')
リスト 配列 破線 グラフ プロット し その 色 明るい 変更 する	plt.plot(xdata, ydata, linestyle='dash', color='bright')
ファイル 拡張 子 なし ファイル 名	os.path.splitext(os.path.basename(filepath))[0]
データ フレーム 列 名前 一 度 文字 列 文字 列 置換 する	df.columns = [str(x).replace(s, s2) for x in df.columns]
データ フレーム リスト 列 歪 度 算出 する	df[aList].kurt()
黒色 丸 マーカー リスト 配列 散布 図 描画 する	plt.plot(xdata, ydata, marker='o', c='k')
年 月 日 時 分 日付 時刻 オブジェクト 化 する	datetime.datetime(year=year, month=month, day=day, hour=hour, minute=minute)
ライトスレイグレー ヒストグラム 色 変更 する	plt.hist(データ列, color='lightslategrey')
部分 集合	aSet.issubset(aSet2)
表 中 列 と列 重複 あれ マスク する	df.duplicated(subset=[column, column2])
大きく かつ 小さい 調べる	n < n2 and n2 < n3
割る 有理数 表現	fractions.Fraction(numerator=n, denominator=m)
異なる 列 キー し 二つ データ フレーム ジョイン する	pd.merge(df, df2, left_on='A', right_on='B')
連立 方程式 解 求める	sympy.solve([e, e2])
十 六 進数 文字 列	hex(n)[2:]
プラットホーム 調べる	sys.platform.startswith('darwin')
辞書 キー 対応 し た 値	aDict.get(key)
データ 列 リスト 折れ線 ラベル付け し プロット する	plt.plot(xdata, ydata, label=untitled)
データ フレーム 各 グループ ごと 平均 値	df.groupby(column).mean()
小数点 数 タンジェント 求める	math.tan(x)
ヒストグラム 色 貝殻 変更 する	plt.hist(データ列, color='seashell')
イテラブル 文字 列 リスト 変換 し タブ 連結 する	'\t'.join(map(str, iterable))
変数 アンダーライン 付き プリント できる 文字 列 変換 する	f'\033[4m{value}\033[0m'
カウンタ 同士 積 集合 演算 する	aCounter & aCounter2
折れ線 グラフ 星 マーカー 赤色 する	plt.plot(データ列, データ列2, marker='*', markerfacecolor='r')
平均 値 データ フレーム リスト カラム 欠損 値 補う	df[aList].fillna(df[aList].mean())
日付 時刻 データ 日付 時刻 データ 早い 調べる	aDatetime < aDatetime2
分子 分母 有理数 作成 する	fractions.Fraction(numerator=n, denominator=m)
ヒストグラム 色 ライトゴールドロディイエロー 変更 する	plt.hist(データ列, color='lightgoldenrodyellow')
型 名前 付き タプル	issubclass(C, tuple)
オプション フクシア 用いる	color = 'fuchsia'
ヒストグラム 描画 し その 色 ピンク 設定 する	plt.hist(データ列, color='pink')
折れ線 グラフ 描画 し 色 サーモン 設定 する	plt.plot(データ列, データ列2, color='salmon')
データ フレーム グループ 化 し 列 個数 求める	df.groupby(column)[column2].count()
データ フレーム 各 次元 大き さ 確認 する	df.shape
横 棒グラフ 描画 し 幅 指定 する	plt.barh(ラベル列, データ列, width=x)
ヒストグラム 色 カーキ 設定 する	plt.hist(データ列, color='khaki')
モジュール イン ポート する	import os
文字 列 日付 時刻 変換 する	datetime.datetime.fromisoformat(日付の書かれた文字列)
一 桁 正 数 どう 調べる	0 <= x <= 9
散布 図 黒色 四角 マーカー 使う	plt.plot(xdata, ydata, marker='s', c='k')
パパイヤウィップ ヒストグラム 色 設定 する	plt.hist(データ列, color='papayawhip')
オプション 線 幅 指定 する	linewidth = n
オプション 色 ミディアムシアグリーン 指定 する	color = 'mediumseagreen'
文字 列 カタカナ どう 調べる	('ァ' <= ch <= 'ン')
オプション ビット 整数 型 使う	dtype = np.int16
キー 辞書 存在 する 調べる	key not in aDict
ハニーデュー 色 ヒストグラム 描画 する	plt.hist(データ列, color='honeydew')
データ 列 ビン 数 ビン 分割 し ラベル つける	pd.cut(ds, n, labels=names)
文字 列 区切り 記号 分割 し 文字 列 リスト 変換 する	s.split(sep)
カラム 中央 値	ds.median()
ヒストグラム 色 ダーク オリーブ グリーン 設定 する	plt.hist(データ列, color='darkolivegreen')
整数 符号 付き 長 さ バイト 列 変換 する	n.to_bytes(length=bytesize, byteorder='big', signed=True)
日付 データ 水曜日	aDate.weekday() == 2
オプション グラフ 色 スプリング グリーン 変更 する	color = 'springgreen'
コサイン	math.cos(x)
三つ 文字 列 順に 表示 する	print(value, value2, value3)
折れ線 グラフ 丸 マーカー 使う	plt.plot(データ列, データ列2, marker='o')
データ フレーム 表示 する とき 小数点 以下 桁 設定 する	pd.set_option('precision', n)
限定 文字 列 全体 正規 表現 マッチ さ せる	re.fullmatch(pattern, s, flags=re.ASCI)
実数 逆 双曲線 正弦	math.asinh(x)
オブジェクト 論理 値 クラス 調べる	isinstance(obj, bool)
リスト リスト 暗い グラフ 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='dark', color=rgb)
折れ線 グラフ 描画 し その 色 ダークマゼンタ 設定 する	plt.plot(データ列, データ列2, color='darkmagenta')
データ フレーム 中 列 列 重複 削除 する	df.drop_duplicates(subset=[column, column2])
リスト リスト 暗い グラフ 描画 し その 色 青 する	plt.plot(xdata, ydata, linestyle='dark', color='b')
ヒストグラム 色 青く する	plt.hist(データ列, color='b')
日付 時刻 データ 秒 後 進める	aDatetime + datetime.timedelta(seconds=n)
文字 列 中 ひとつ 非 英数字 ある どう 調べる	any(not c.isalnum() for c in s)
線 グラフ 描画 し 色 黄色く する	plt.plot(データ列, データ列2, color='y')
ヒストグラム 描画 し その 色 デピンク 変更 する	plt.hist(データ列, color='deeppink')
グラフ 背景 色 暗く する	sns.set(style='darkgrid')
正規 表現 使う	import re
列 それぞれ 関数 フィルタ する	map(func, iterable)
折れ線 グラフ 描画 し その 色 ライム 変更 する	plt.plot(データ列, データ列2, color='lime')
オプション グラフ 色 パールゴールデンロッド 設定 する	color = 'palegoldenrod'
配列 リスト 折れ線 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n)
データ フレーム カラム 平均 値 設定 する	df[col].fillna(df[col].mean())
折れ線 グラフ 色 コーンフラワーブルー 設定 する	plt.plot(データ列, データ列2, color='cornflowerblue')
日付 時刻 データ 秒 数 使う	aDatetime.second
八 進 数字 全部 求める	string.octdigits
折れ線 グラフ 右 三 角 マーカー 黄色く する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='y')
折れ線 グラフ 四角 マーカー 使う	plt.plot(データ列, データ列2, marker='s')
真 なる イテラブル 部分 取り除く	itertools.dropwhile(predicateFunc, iterable)
双方向 キュー 最初 データ	deq[0]
オプション ダーク グリーン 使う	color = 'darkgreen'
文字 列 開始 位置 以降 部分 文字 列 ない	s.find(sub, start) == -1
折れ線 グラフ 大き さ 左 三 角 マーカー 描画 する	plt.plot(データ列, データ列2, marker='<', markersize=n)
配列	np.arange(1, N+1)
データ フレーム 各 列 毎 グループ 化 し 文字 列 グループ 使う	df.groupby(column).get_group(s)
ディープスカイブルー 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='deepskyblue')
データ フレーム 列 グループ 化 し グループ ごと 件数 知る	df.groupby(column).size()
行列 列 ごと 最大 値 算出 する	np.max(aArray, axis=0)
オプション グラフ 色 パパイヤウィップ 設定 する	color = 'papayawhip'
配列 リスト 散布 図 赤い マーカー 描画 する	plt.plot(xdata, ydata, marker='v', c='r')
ヒストグラム アルファ 変更 する	plt.hist(データ列, alpha=x)
ユニーク な 要素 ごと 頻度 求める	np.unique(aArray, return_counts=True)
緑色 マーカー 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, marker='^', markerfacecolor='g')
限定 文字 列 先頭 パターン マッチ さ せる	re.match(pattern, s, flags=re.ASCI)
データ 列 折れ線 グラフ 描画 し マーカー 丸 する	plt.plot(データ列, データ列2, marker='o')
データ フレーム 列 ドロップ し 入れ替える	df.drop(column, axis=1, inplace=True)
ブランチドアーモンド 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='blanchedalmond')
ヒストグラム 描画 し その 色 ディープスカイブルー する	plt.hist(データ列, color='deepskyblue')
折れ線 グラフ 描画 し 色 赤 変更 する	plt.plot(データ列, データ列2, color='red')
部分 文字 列 文字 列 分け た とき 後半 文字 列 求める	s.partition(sub)[-1]
ライトスチールブルー 色 ヒストグラム 描画 する	plt.hist(データ列, color='lightsteelblue')
データ フレーム 表示 する とき 表示 可能 な 最大 列 数 減らす	pd.set_option('display.max_columns', n)
データ フレーム エクセルファイルファイル ファイル 書き込む	df.to_excel(filename)
線 グラフ 描画 し その 色 アリスブルー する	plt.plot(データ列, データ列2, color='aliceblue')
関数 値 データ フレーム グループ 化 し 列挙 する	[(name, group) for name, group in df.groupby(関数)]
ヒストグラム 描画 し 色 アイボリー 設定 する	plt.hist(データ列, color='ivory')
散布 図 カラー コード 星 マーカー 使う	plt.plot(xdata, ydata, marker='*', c=rgb)
句点 文字 全部 使う	string.punctuation
イテラブル 重複 なく 要素 選ぶ	random.sample(iterable, k=n)
データ フレーム 指定 さ れ た データ 型 カラム 名 一覧	df.select_dtypes(型).columns
オプション 付き 使う	encoding = 'utf_8_sig'
ヒストグラム 色 ダークオーキッド 設定 する	plt.hist(データ列, color='darkorchid')
マッピング 全 項目 消去 する	aDict.clear()
線 グラフ 色 シエナ 設定 する	plt.plot(データ列, データ列2, color='sienna')
商 求める	n / n2
データ 列 折れ線 グラフ 描画 し 印 菱形 印 する	plt.plot(データ列, データ列2, marker='D')
データ フレーム 列 ヒストグラム 可視 化 する	plt.hist(df[column])
個 配列 分割 する	pd.cut(aArray, n)
赤い 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, color='r')
折れ線 グラフ 描画 し その 色 ダークスレートブルー 指定 する	plt.plot(データ列, データ列2, color='darkslateblue')
データ フレーム 中 カラム 個 等間隔 ビン 分割 し ラベル つける	pd.cut(df[col], n, labels=names)
破線 色 色 差別 ない 設定 する	plt.plot(xdata, ydata, linestyle='dash', color='colorblind')
文字 列 左側 部分 文字 列 除く	s.lstrip(sub)
空白	' '
散布 図 赤い 丸 マーカー 使う	plt.plot(xdata, ydata, marker='o', c='r')
真 なる 列 要素 取り除く	itertools.dropwhile(predicateFunc, iterable)
小数点 数 正接	math.tan(x)
リスト リスト 黒い パステル 調 グラフ 描く	plt.plot(xdata, ydata, linestyle='pastel', color='k')
イテラブル データ 列 散布 図 黒い 丸 マーカー プロット する	plt.plot(xdata, ydata, marker='o', c='k')
青色 暗い 描く	plt.plot(xdata, ydata, linestyle='dark', color='b')
オプション サンディーブラウン グラフ 色 設定 する	color = 'sandybrown'
数列 リスト 散布 図 赤色 菱形 マーカー 描画 する	plt.plot(xdata, ydata, marker='D', c='r')
一 点 鎖線 付ける	plt.axhline(y=0, linestyle='dashbot')
ファイル 追加 モード オープン する	open(filepath, mode='a')
ファイル 名 ファイル 調べる	filename.endswith('.json')
行列 値 変更 する	aArray[行番号, 列番号] = 指定の値
ヒストグラム 描画 し その 色 ライト グレー 変更 する	plt.hist(データ列, color='lightgray')
ファイル 開い 読み込み ストリーム 見る	open(filepath, mode='r')
ヒストグラム 描画 し その 色 ミディアムスレートブルー する	plt.hist(データ列, color='mediumslateblue')
オブジェクト 名前 付き タプル 調べる	hasattr(obj, '_asdict') and hasattr(obj, '_fields')
散布 図 濃い 色 マーカー 用いる	plt.plot(xdata, ydata, c='deep')
文字 列 新しい 文字 列 全部 置き換える	s.replace(sub, newsub)
データ 列 日付 データ する	pd.to_datetime(ds)
折れ線 グラフ 描画 し 色 赤く する	plt.plot(データ列, データ列2, color='r')
ふたつ 集合 和 集合 求める	aSet.union(aSet2)
日付 時刻 データ タプル 変換 する	aDatetime.timetuple()
タプル 少なくとも ひとつ 真	any(aTuple)
折れ線 グラフ 描画 し 色 ダーク バイオレット 設定 する	plt.plot(データ列, データ列2, color='darkviolet')
各 列 毎 データ フレーム グループ 化 し 列 標準 偏差 求める	df.groupby(column)[column2].std()
データ フレーム 行 条件 フィルタ する	df[(df[column] == x) & (df[column2] == x2)]
暗い グラフ 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='dark', linewidth=n)
データ フレーム 列 と列 重複 あれ 削除 する	df.drop_duplicates(subset=[column, column2])
データ 列 リスト 破線 プロット し その 色 濃い 設定 する	plt.plot(xdata, ydata, linestyle='dash', color='deep')
リスト イテラブル 明るい グラフ 描い 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='bright', linewidth=n)
文字 列 フォーマット 日付 データ する	pd.to_datetime(s, format='%Y-%m-%d')
アクア ヒストグラム 色 指定 する	plt.hist(データ列, color='aqua')
ベクトル 最小	np.min(aArray)
明るい グラフ 描画 し 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='bright', color=rgb)
二 進 表現 変換 する	bin(n)
標準 入力 得る	sys.stdin
オプション リネン 色 使う	color = 'linen'
散布 図 重なり 見やすく 明るい 色 描画 する	plt.plot(xdata, ydata, c='bright', alpha=0.5)
データ フレーム 列 列 値 まとめ た グループ 使う	df.groupby(['A', 'B'])
線 グラフ 色 オレンジ 設定 する	plt.plot(データ列, データ列2, color='orange')
浮動 小数点 数 乗 数 剰余	pow(x, n, y)
文字 列 接頭 辞 部分 文字 列	s.startswith(sub)
イテラブル リスト 破線 グラフ 描画 し 色 濃い 変更 する	plt.plot(xdata, ydata, linestyle='dash', color='deep')
二つ リスト マップ	dict(zip(aList, aList2))
ヒストグラム 色 濃い 青 セット する	plt.hist(データ列, color='darkblue')
未 初期 化 配列 作る	np.empty(要素数, dtype=np.int)
現在 再帰 最大 回数	sys.getrecursionlimit()
折れ線 グラフ 描画 し その 色 デピンク 指定 する	plt.plot(データ列, データ列2, color='deeppink')
列 多重 集合 変換 する	collections.Counter(iterable)
折れ線 グラフ 四角 マーカー 赤く する	plt.plot(データ列, データ列2, marker='s', markerfacecolor='r')
二つ 文字 列 コロン 区切っ プリント する	print(value, value2, sep=':')
数列 リスト 明るい 色 折れ線 グラフ 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='bright')
データ 列 リスト 散布 図 大き さ 描画 する	plt.scatter(xdata, ydata, s=n)
ミディアムアクアマリン ヒストグラム 色 変更 する	plt.hist(データ列, color='mediumaquamarine')
オプション 小麦色 色 設定 する	color = 'wheat'
コマンド 引数 一覧	sys.argv[1:]
ダークオーキッド 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='darkorchid')
割っ た 結果 切り上げ	(n + n2 - 1) // n2
データ フレーム カラム 中 合計 数える	df[col].isna().sum()
オプション ミディアムスプリンググリーン 色 使う	color = 'mediumspringgreen'
ヒストグラム 描画 し その 色 グリーン イエロー 設定 する	plt.hist(データ列, color='greenyellow')
黒い ヒストグラム 描画 する	plt.hist(データ列, color='k')
データ ラベル プロット 中 場所 入れる	plt.legend(loc=(x, y))
線 グラフ 色 ライト コーラル 設定 する	plt.plot(データ列, データ列2, color='lightcoral')
数値 時刻 データ フレーム 日付 データ 変換 する	pd.to_datetime(df[col], unit='s', utc=True)
オブジェクト プロパティ 削除 する	delattr(obj, プロパティ名)
データ フレーム リスト カラム 未 入力 値 モード 設定 する	df[aList].fillna(df[aList].mode().iloc[0])
列 各 データ 何 回 出現 する 見る	ds.value_counts()
部分 文字 列 部分 文字 列 始まる 判定 する	s.startswith(sub)
配列 スカラー 倍 求める	aArray * n
ヒストグラム 描画 し その 色 ピンク 変更 する	plt.hist(データ列, color='pink')
オプション コロン 区切り 使う	sep = ':'
データ フレーム 読む	pd.read_csv(filename, sep='\t')
データ フレーム 列 まとめ た グループ	df.groupby(column)
小文字 大文字 する	s.upper()
ヒストグラム 描画 し 色 シルバー 設定 する	plt.hist(データ列, color='silver')
両端 キュー 末尾 イテラブル 各 要素 追加 する	deq.extend(iterable)
イテラブル 集合	set(iterable)
商 余り 同時に 求める	divmod(x, y)
リスト データ 列 散布 図 描画 し 下 三角 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='v', c=rgb)
折れ線 グラフ ダイアモンドマーカー 青く する	plt.plot(データ列, データ列2, marker='D', markerfacecolor='b')
リスト 文字 列 リスト 変換 し カンマ つなげる	','.join(map(str, iterable))
数列 イテラブル 散布 図 黒色 星 マーカー 描画 する	plt.plot(xdata, ydata, marker='*', c='k')
データ フレーム リスト カラム 中 いくつ 存在 する 数える	df[aList].isin([value]).sum()
アルファベット ひとつ ランダム 選ぶ	random.choice(string.ascii_uppercase)
折れ線 グラフ バツ マーカー 加える	plt.plot(データ列, データ列2, marker='x')
オプション 色 カーキ 変更 する	color = 'khaki'
折れ線 グラフ 緑色 上 三 角 マーカー 描画 する	plt.plot(データ列, データ列2, marker='^', markerfacecolor='g')
文字 列 最後 部分 文字 列 二分 し 前半 文字 列 見る	s.rpartition(sub)[0]
折れ線 グラフ 赤い 左 三 角 マーカー 描画 する	plt.plot(データ列, データ列2, marker='<', markerfacecolor='r')
リスト リスト 散布 図 赤い 四角 マーカー 描画 する	plt.plot(xdata, ydata, marker='s', c='r')
パターン 文字 列 日付 時刻 変換 する	datetime.datetime.strptime(日付の書かれた文字列, format)
個 リスト 等量 ビン 分割 する	pd.qcut(aList, n)
データ フレーム カラム ヒストグラム 描画 する	plt.hist(df[column])
リスト 配列 淡い 折れ線 グラフ 描い その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='muted', color=rgb)
日付 時刻 データ 分 前 する	aDatetime - datetime.timedelta(minutes=n)
オプション 付き 用いる	encoding = 'utf_8_sig'
列 セット 変換 する	set(iterable)
折れ線 グラフ 色 スノー する	plt.plot(データ列, データ列2, color='snow')
パウダー ブルー ヒストグラム 色 変更 する	plt.hist(データ列, color='powderblue')
文字 列 部分 文字 列 二分 し 前半 文字 列 使う	s.partition(sub)[0]
配列 ビン 数 ビン 分割 する	pd.cut(aArray, n)
データ フレーム 複数 列 まとめ た 表	df.groupby(columns)
本日 何 曜日 知る	datetime.datetime.today().weekday()
ヒストグラム 描画 し その 色 ダークターコイズ 設定 する	plt.hist(データ列, color='darkturquoise')
ヒストグラム 描画 し その 色 ダーク グリーン 設定 する	plt.hist(データ列, color='darkgreen')
配列 イテラブル 散布 図 描き 菱形 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='D', c=rgb)
文字 列 開始 位置 終了 位置 間 部分 文字 列 登場 回数 カウント する	s.count(sub, start, end)
リスト リスト カラー コード 色 差別 ない グラフ 描画 する	plt.plot(xdata, ydata, linestyle='colorblind', color=rgb)
環境 名前 調べる	sys.platform
暗い 色 用い リスト ヒストグラム 描画 する	plt.hist(xdata, color='dark')
英字 小文字 全部 求める	string.ascii_lowercase
データ フレーム 二つ 列 降順 ソート する	df.sort_values(by=['A', 'B'], ascending=False)
折れ線 グラフ 描画 し 色 ゴールデン ロッド 設定 する	plt.plot(データ列, データ列2, color='goldenrod')
現在 作業 ディレクトリ 変更 する	os.chdir(os.dirname(filepath))
つ 浮動 小数点 数 ほぼ 等しい 調べる	math.isclose(x, x2)
グラフ 水平 方向 破線 設定 する	plt.axhline(y=0, linestyle='dashed')
タプル 最初 文字 列 探す	aTuple.index(element)
データ フレーム カラム 年	df[col].dt.year
カラー コード 四角 マーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='s', c=rgb)
データ 列 丸める	ds.round()
文字 列 右側 空白 取り除く	s.rstrip()
双曲線 余弦 逆数	math.acosh(x)
データ フレーム データ 列 横 方向 つなぐ	pd.concat([df, ds], axis=1)
文字 列 文字 リスト 変換 する	list(s)
データ フレーム 列 一意 な 要素 数	df[col].nunique()
シーケンス ダミー 変数 する	pd.get_dummies(iterable)
データ スタック 中 含ま れ てる 調べる	element in deq
列 未 入力 値 直後 値 設定 する	ds.fillna(method='bfill')
実数 負	x < 0
ファイル データ フレーム 読む	pd.read_csv(filename, sep='\t', encoding='utf-8')
リスト リスト 散布 図 プロット し マーカー 色 色 差別 ない セット する	plt.plot(xdata, ydata, c='colorblind')
リスト データ フレーム 指定 さ れ た 列 抽出 する	df[column].values.tolist()
大きく かつ 未満	n < n2 and n2 < n3
リスト リスト 散布 図 赤い 左 三 角 マーカー 描画 する	plt.plot(xdata, ydata, marker='<', c='r')
無限 カウントアップ する	itertools.count()
リスト リスト 散布 図 濃い 色 重 見やすく 描画 する	plt.plot(xdata, ydata, c='deep', alpha=0.5)
折れ線 グラフ 描画 し その 色 ディープスカイブルー 設定 する	plt.plot(データ列, データ列2, color='deepskyblue')
明るい グラフ 色 黒 する	plt.plot(xdata, ydata, linestyle='bright', color='k')
折れ線 グラフ 描画 し その 色 オールド レース 設定 する	plt.plot(データ列, データ列2, color='oldlace')
データ 列 どの 値 最も 現れる 見る	ds.mode()
昇順 破壊 的 複数 列 データ フレーム ソート する	df.sort_values(by=column, ascending=True, inplace=True)
両端 キュー 空か 調べる	len(deq) == 0
日付 時刻 データ 週間 後 進める	aDatetime + datetime.timedelta(weeks=n)
リスト 長 さ	len(aList)
関数 無限 バージョン	itertools.count(start=n, step=step)
文字 列 リスト 含ま れる どう 調べる	element in aList
小文字 全部 求める	string.ascii_lowercase
現在 何時 知る	datetime.date.today().hour
改行 なし 変数 プリント する	print(value, end='')
二 変数 最大 値 計算 する	max(x, y)
新しい 文字 列 正規 表現 マッチ し た 文字 列 置き換える	re.sub(pattern, newsub, s)
オプション スチール ブルー 色 する	color = 'steelblue'
八 進 数字 求める	string.octdigits
データ フレーム 列 並べ 直し 更新 する	df.sort_values(by='A', inplace=True)
データ フレーム 列 と列 重複 あれ 消す	df.drop_duplicates(subset=column)
二 進 文字 列 バイト バイト 列 する	int(s, 2).to_bytes(length=bytesize, byteorder='big')
ヒストグラム 描画 し その 色 ミディアムスレートブルー 変更 する	plt.hist(データ列, color='mediumslateblue')
折れ線 グラフ マーカー 四角 する	plt.plot(データ列, データ列2, marker='s')
オプション 下 三角 マーカー 描画 する	marker = 'v'
日付 時刻 データ タイムスタンプデータ 時間 差	aDatetime - aDatetime2
前もって 複数 行 対応 正規 表現 コンパイル する	re.compile(pattern, flag=re.MULTILINE)
データ フレーム 中 列 ビニング する	pd.cut(df[col], aList)
本日 文字 列 フォーマット し 文字 列 する	"datetime.datetime.today().strftime(""%d/%m/%y"")"
暗い 色 リスト 配列 散布 図 プロット する	plt.plot(xdata, ydata, c='dark')
オプション 標準 出力 出力 する	file = sys.stdout
オプション ライム グリーン グラフ 色 セット する	color = 'limegreen'
文字 列 リスト ひとつ 文字 列 する	''.join(map(str, iterable))
データ 列 ビン 数 ビン 分割 する	pd.cut(ds, n)
データ 列 日	ds.dt.day
オプション 色 淡い 茶色 設定 する	color = 'tan'
オプション 出力 先 ファイル 設定 する	file = sys.open(filename, 'w')
オプション エン コーディング 文字 列 示す 文字 コード 設定 する	encoding = s
ヒストグラム 描画 し その 色 ティール 設定 する	plt.hist(データ列, color='teal')
オプション ペールグリーン グラフ 色 設定 する	color = 'palegreen'
余弦 逆数	math.acos(x)
ユニーク な 要素 ごと 頻度 使う	np.unique(aArray, return_counts=True)
ヒストグラム 色 トマト 指定 する	plt.hist(データ列, color='tomato')
二つ 数値 カンマ 区切っ プリント する	print(value, value2, sep=',')
リスト リスト 散布 図 右 三 角 マーカー プロット する	plt.plot(xdata, ydata, marker='>')
棒 描い 幅 設定 する	plt.bar(ラベル列, データ列, width=x)
ハロー ワールド 出力 する	print('Hello World')
折れ線 グラフ 赤い 左 三 角 印 描画 する	plt.plot(データ列, データ列2, marker='<', markerfacecolor='r')
本日 月曜日	datetime.datetime.today().weekday() == 0
日付 時刻 データ 秒 分 減らす	aDatetime - datetime.timedelta(seconds=n)
浮動 小数点 数 正 数	x > 0
ヒストグラム 描画 し その 色 チョコレート 設定 する	plt.hist(データ列, color='chocolate')
データ 列 中 いくつ 欠損 値 ある カウント する	ds.isna().sum()
文字 列 中 部分 文字 列 出現	s.count(sub)
データ フレーム 最初 カラム 除く	df[df.columns[1:]]
グリーン 色 ヒストグラム 描画 する	plt.hist(データ列, color='green')
折れ線 グラフ 描画 し 色 ペールグリーン 設定 する	plt.plot(データ列, データ列2, color='palegreen')
データ 列 曜日 数 使う	ds.dt.dayofweek
小数点 以下 桁 文字 列 変換 する	':.1f'.format(x)
赤い ダイアモンドマーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='D', c='r')
データ 列 丸め 整数 型 する	ds.round().astype(int)
データ フレーム カラム 空文字 欠損 値 変換 し ドロップ する	df[col].replace('', np.nan).dropna()
スタック 値 取り除く	deq.remove(element)
散布 図 赤い ダイアモンドマーカー 使う	plt.plot(xdata, ydata, marker='D', c='r')
タイムスタンプデータ 日曜日 調べる	aDatetime.weekday() == 6
保存 する ファイル 小数点 以下 桁 数 指定 する	df.to_csv(filename, float_format='%.3f')
日付 時刻 データ 秒 求める	aDatetime.second
オプション グラフ 色 アクアマリン 設定 する	color = 'aquamarine'
イテラブル いつ 繰り返す	itertools.cycle(iterable)
リスト 配列 明るい 色 折れ線 グラフ 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='bright')
表 データ グループ 化 し 各 列 分散 求める	df.groupby(column)[column2].var()
個 要素 ある リスト	[element] * n
ヒストグラム 描画 し その 色 ライト ブルー 設定 する	plt.hist(データ列, color='lightblue')
グラフ 用途 画面 変更 する	sns.set(context='notebook')
オプション データ 型 指定 する	dtype = np.int8
オプション グラフ 色 ライト シアン 設定 する	color = 'lightcyan'
リスト リスト パステル 調 色 折れ線 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='pastel')
ファイル データ フレーム タブ 区切り 保存 する	df.to_csv(filename, sep='\t')
つ 文字 列 等しく ない 確認 する	s != s2
散布 図 カラー コード 左 三 角 マーカー 使っ 描く	plt.plot(xdata, ydata, marker='<', c=rgb)
ヒストグラム 描画 し 区間 数 設定 する	plt.hist(データ列, bins=n)
リスト 引数 展開 し プリント する	print(*aList)
表示 可能 な 列 数 最大 値 セット する	pd.set_option('display.max_columns', n)
セパレータ 文字 列 分割 し 文字 列 リスト 変換 する	s.split(sep)
オプション 色 ライト イエロー 指定 する	color = 'lightyellow'
数式 因数 分解 行う	sympy.factor(e)
次元 リスト 作る	[[0] * n for _ in range(n2)]
暗い グラフ 色 カラー コード 設定 する	plt.plot(xdata, ydata, linestyle='dark', color=rgb)
ミッドナイト ブルー 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='midnightblue')
バージョン 表示 する	print(pd.__version__)
折れ線 グラフ 描画 し その 色 青 紫 設定 する	plt.plot(データ列, データ列2, color='violet')
カウンタ 低 頻度 な 方 リスト し 得る	aCounter.most_common()[::-1]
データ フレーム 列 つ 選択 する	df[[column, column2]]
リスト 配列 散布 図 描い バツ マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='x', c=rgb)
ベクトル ベース 全 要素 配列	np.zeros_like(aArray)
折れ線 グラフ 一 点 鎖線 描画 する	plt.plot(データ列, データ列2, linestyle='dashbot')
色 差別 ない 色 ヒストグラム データ 列 描画 する	plt.hist(xdata, color='colorblind')
リスト リスト 散布 図 赤い 下 三角 マーカー プロット する	plt.plot(xdata, ydata, marker='v', c='r')
折れ線 グラフ 描画 し その 色 シスル 指定 する	plt.plot(データ列, データ列2, color='thistle')
オプション ミディアムターコイズ 色 用いる	color = 'mediumturquoise'
データ フレーム カラム 分散	df[col].var()
集合 イミュータブル な セット 変換 する	frozenset(aSet)
データ フレーム カラム 小数点 以下 桁 丸める	df[col].round(n)
リスト リスト 散布 図 プロット し その 大き さ 設定 する	plt.scatter(xdata, ydata, s=n)
